hazard_id,HAZARD_BEGIN_DATE,HAZARD_END_DATE,HAZARD_TYPE_COMBO,NAME,POSTAL_CODE,FIPS_CODE,INJURIES,FATALITIES,PROPERTY_DAMAGE,CROP_DAMAGE,REMARKS,
9318282,4/27/2011,4/27/2011,Tornado,Catoosa                                                                                                                                               ,GA,"13047",30.00,8.00,25000000.00,0.00,,
9320676,4/27/2011,4/27/2011,Tornado,Spalding                                                                                                                                              ,GA,"13255",0.00,2.00,25000000.00,0.00,,
9318281,4/27/2011,4/27/2011,Tornado,Dade                                                                                                                                                  ,GA,"13083",25.00,2.00,20000000.00,0.00,,
9318726,4/27/2011,4/27/2011,Severe Storm/Thunder Storm - Wind,Floyd                                                                                                                                                 ,GA,"13115",4.00,0.00,20000000.00,0.00,,
9328568,9/5/2011,9/5/2011,Tornado,Cherokee                                                                                                                                              ,GA,"13057",1.00,0.00,17000000.00,0.00,,
9318280,4/27/2011,4/27/2011,Tornado,Bartow                                                                                                                                                ,GA,"13015",25.00,0.00,15000000.00,0.00,,
9425601,3/2/2012,3/2/2012,Tornado,Paulding                                                                                                                                              ,GA,"13223",0.00,0.00,11000000.00,0.00,"NCDC_Tornado",
9318287,4/27/2011,4/28/2011,Tornado,Lamar                                                                                                                                                 ,GA,"13171",12.00,2.00,10000000.00,0.00,,
9318730,4/27/2011,4/27/2011,Tornado,Troup                                                                                                                                                 ,GA,"13285",6.00,0.00,10000000.00,0.00,,
9429888,6/4/2012,6/4/2012,Hail,Liberty                                                                                                                                               ,GA,"13179",0.00,0.00,8750000.00,0.00,"NCDC_Hail",
9318288,4/27/2011,4/27/2011,Tornado,Pickens                                                                                                                                               ,GA,"13227",0.00,0.00,8000000.00,0.00,,
9318284,4/27/2011,4/27/2011,Tornado,Polk                                                                                                                                                  ,GA,"13233",0.00,0.00,7000000.00,0.00,,
9318290,4/28/2011,4/28/2011,Tornado,Morgan                                                                                                                                                ,GA,"13211",0.00,0.00,7000000.00,0.00,,
9315118,3/26/2011,3/26/2011,Hail,Coweta                                                                                                                                                ,GA,"13077",0.00,0.00,6530000.00,0.00,,
9318292,4/27/2011,4/27/2011,Tornado,Meriwether                                                                                                                                            ,GA,"13199",0.00,0.00,6000000.00,0.00,,
9240825,11/30/2010,11/30/2010,Tornado,Gwinnett                                                                                                                                              ,GA,"13135",0.00,0.00,5000000.00,0.00,,
9317088,4/27/2011,4/27/2011,Tornado,Rabun                                                                                                                                                 ,GA,"13241",0.00,1.00,5000000.00,0.00,,
9318285,4/27/2011,4/27/2011,Tornado,Walker                                                                                                                                                ,GA,"13295",25.00,0.00,5000000.00,0.00,,
9318724,4/28/2011,4/28/2011,Tornado,Monroe                                                                                                                                                ,GA,"13207",10.00,0.00,5000000.00,0.00,,
9318727,4/27/2011,4/27/2011,Tornado,Floyd                                                                                                                                                 ,GA,"13115",4.00,0.00,5000000.00,0.00,,
9418576,3/15/2012,3/15/2012,Hail,Forsyth                                                                                                                                               ,GA,"13117",0.00,0.00,4760000.00,0.00,"NCDC_Hail",
9317890,4/15/2011,4/15/2011,Hail,Fulton                                                                                                                                                ,GA,"13121",0.00,0.00,4270000.00,0.00,,
9424640,1/21/2012,1/21/2012,Hail,Fulton                                                                                                                                                ,GA,"13121",0.00,0.00,3870000.00,0.00,"NCDC_Hail",
9315131,3/26/2011,3/26/2011,Hail,Cobb                                                                                                                                                  ,GA,"13067",0.00,0.00,3810000.00,0.00,,
9425597,3/2/2012,3/2/2012,Hail,Cobb                                                                                                                                                  ,GA,"13067",0.00,0.00,3758000.00,0.00,"NCDC_Hail",
9323513,6/15/2011,6/15/2011,Hail,Douglas                                                                                                                                               ,GA,"13097",0.00,0.00,3200000.00,0.00,,
9317893,4/15/2011,4/15/2011,Hail,Gwinnett                                                                                                                                              ,GA,"13135",0.00,0.00,3150000.00,0.00,,
9328567,9/5/2011,9/5/2011,Tornado,Pickens                                                                                                                                               ,GA,"13227",0.00,0.00,3000000.00,0.00,,
9418666,7/26/2012,7/26/2012,Lightning,Barrow                                                                                                                                                ,GA,"13013",0.00,0.00,3000000.00,0.00,"NCDC_Lightning",
9249169,6/19/2010,6/19/2010,Hail,Cobb                                                                                                                                                  ,GA,"13067",0.00,0.00,2600000.00,0.00,,
9434680,10/29/2012,10/30/2012,Wind,White                                                                                                                                                 ,GA,"13311",0.00,0.00,2500000.00,0.00,"NCDC_High Wind",
9424641,1/21/2012,1/21/2012,Hail,Muscogee                                                                                                                                              ,GA,"13215",0.00,0.00,2440000.00,0.00,"NCDC_Hail",
9315123,3/26/2011,3/26/2011,Hail,Bibb                                                                                                                                                  ,GA,"13021",0.00,0.00,2260000.00,0.00,,
9317827,4/4/2011,4/4/2011,Hail,Henry                                                                                                                                                 ,GA,"13151",0.00,0.00,2250000.00,0.00,,
9249202,6/16/2010,6/16/2010,Lightning,Fulton                                                                                                                                                ,GA,"13121",0.00,0.00,2000000.00,0.00,,
9314995,3/24/2011,3/31/2011,Wildfire,Long                                                                                                                                                  ,GA,"13183",0.00,0.00,2000000.00,0.00,,
9318166,4/16/2011,4/16/2011,Tornado,Bibb                                                                                                                                                  ,GA,"13021",0.00,0.00,2000000.00,0.00,,
9318295,4/27/2011,4/27/2011,Tornado,Harris                                                                                                                                                ,GA,"13145",0.00,0.00,2000000.00,0.00,,
9315132,3/26/2011,3/26/2011,Hail,Hall                                                                                                                                                  ,GA,"13139",0.00,0.00,1780000.00,0.00,,
9431611,7/5/2012,7/5/2012,Severe Storm/Thunder Storm - Wind,Gilmer                                                                                                                                                ,GA,"13123",0.00,0.00,1750000.00,0.00,"NCDC_Thunderstorm Wind",
9425592,2/22/2012,2/22/2012,Tornado,Floyd                                                                                                                                                 ,GA,"13115",0.00,0.00,1600000.00,0.00,"NCDC_Tornado",
9315128,3/26/2011,3/26/2011,Hail,Bibb                                                                                                                                                  ,GA,"13021",0.00,0.00,1580000.00,0.00,,
9317762,4/4/2011,4/4/2011,Hail,Gordon                                                                                                                                                ,GA,"13129",0.00,0.00,1580000.00,0.00,,
9318729,4/27/2011,4/27/2011,Tornado,Heard                                                                                                                                                 ,GA,"13149",1.00,0.00,1500000.00,0.00,,
9317765,4/4/2011,4/4/2011,Hail,Paulding                                                                                                                                              ,GA,"13223",0.00,0.00,1400000.00,0.00,,
9323514,6/15/2011,6/15/2011,Hail,Paulding                                                                                                                                              ,GA,"13223",0.00,0.00,1400000.00,0.00,,
9323529,6/15/2011,6/15/2011,Hail,Paulding                                                                                                                                              ,GA,"13223",0.00,0.00,1400000.00,0.00,,
9320830,5/26/2011,5/26/2011,Hail,Fannin                                                                                                                                                ,GA,"13111",0.00,0.00,1300000.00,0.00,,
9322345,6/18/2011,6/18/2011,Severe Storm/Thunder Storm - Wind,Whitfield                                                                                                                                             ,GA,"13313",0.00,0.00,1250000.00,0.00,,
9244767,4/24/2010,4/24/2010,Tornado,Chattooga                                                                                                                                             ,GA,"13055",0.00,0.00,1200000.00,0.00,,
9434370,5/27/2012,5/28/2012,Hurricane/Tropical Storm,Camden                                                                                                                                                ,GA,"13039",0.00,0.00,1150000.00,0.00,"NCDC_Tropical Storm",
9434371,5/27/2012,5/28/2012,Hurricane/Tropical Storm,Camden                                                                                                                                                ,GA,"13039",0.00,0.00,1150000.00,0.00,"NCDC_Tropical Storm",
9317823,4/4/2011,4/4/2011,Hail,Coweta                                                                                                                                                ,GA,"13077",0.00,0.00,1080000.00,0.00,,
9317889,4/15/2011,4/15/2011,Hail,Harris                                                                                                                                                ,GA,"13145",0.00,0.00,1050000.00,0.00,,
9307359,4/5/2011,4/5/2011,Lightning,Seminole                                                                                                                                              ,GA,"13253",0.00,0.00,1000000.00,0.00,,
9315459,4/4/2011,4/5/2011,Severe Storm/Thunder Storm - Wind,Taylor                                                                                                                                                ,GA,"13269",0.00,0.00,1000000.00,0.00,,
9315926,4/15/2011,4/15/2011,Severe Storm/Thunder Storm - Wind,Floyd                                                                                                                                                 ,GA,"13115",0.00,0.00,1000000.00,0.00,,
9318144,4/4/2011,4/4/2011,Tornado,Gilmer                                                                                                                                                ,GA,"13123",0.00,0.00,1000000.00,0.00,,
9318167,4/27/2011,4/27/2011,Tornado,Dade                                                                                                                                                  ,GA,"13083",0.00,0.00,1000000.00,0.00,,
9318173,4/28/2011,4/28/2011,Tornado,Warren                                                                                                                                                ,GA,"13301",0.00,0.00,1000000.00,0.00,,
9318731,4/28/2011,4/28/2011,Tornado,Putnam                                                                                                                                                ,GA,"13237",0.00,0.00,1000000.00,0.00,,
9315121,3/26/2011,3/26/2011,Hail,Spalding                                                                                                                                              ,GA,"13255",0.00,0.00,888000.00,0.00,,
9420687,7/1/2012,7/1/2012,Flooding,Camden                                                                                                                                                ,GA,"13039",0.00,0.00,800000.00,0.00,"NCDC_Flood",
9320829,5/26/2011,5/26/2011,Hail,Gilmer                                                                                                                                                ,GA,"13123",0.00,0.00,775000.00,0.00,,
9306641,4/5/2011,4/5/2011,Severe Storm/Thunder Storm - Wind,Burke                                                                                                                                                 ,GA,"13033",0.00,0.00,750000.00,0.00,,
9318286,4/28/2011,4/28/2011,Tornado,Greene                                                                                                                                                ,GA,"13133",0.00,0.00,750000.00,0.00,,
9318296,4/27/2011,4/27/2011,Tornado,Lumpkin                                                                                                                                               ,GA,"13187",1.00,0.00,750000.00,0.00,,
9425608,3/2/2012,3/2/2012,Tornado,Haralson                                                                                                                                              ,GA,"13143",1.00,0.00,750000.00,0.00,"NCDC_Tornado",
9429309,6/6/2012,6/6/2012,Flooding,Thomas                                                                                                                                                ,GA,"13275",1.00,0.00,750000.00,0.00,"NCDC_Flash Flood",
9418579,3/31/2012,3/31/2012,Hail,Bartow                                                                                                                                                ,GA,"13015",0.00,0.00,704000.00,0.00,"NCDC_Hail",
9323518,6/15/2011,6/15/2011,Hail,Bartow                                                                                                                                                ,GA,"13015",0.00,0.00,667000.00,0.00,,
9240761,10/25/2010,10/25/2010,Hail,Houston                                                                                                                                               ,GA,"13153",0.00,0.00,650000.00,0.00,,
9240383,5/15/2010,5/15/2010,Lightning,Rabun                                                                                                                                                 ,GA,"13241",0.00,0.00,500000.00,0.00,,
9246648,5/3/2010,5/3/2010,Flooding,Fulton                                                                                                                                                ,GA,"13121",0.00,0.00,500000.00,0.00,,
9249155,6/15/2010,6/15/2010,Lightning,Gwinnett                                                                                                                                              ,GA,"13135",0.00,0.00,500000.00,0.00,,
9249203,6/16/2010,6/16/2010,Severe Storm/Thunder Storm - Wind,Lumpkin                                                                                                                                               ,GA,"13187",0.00,0.00,500000.00,0.00,,
9250647,7/9/2010,7/9/2010,Severe Storm/Thunder Storm - Wind,Cobb                                                                                                                                                  ,GA,"13067",0.00,0.00,500000.00,0.00,,
9252866,8/14/2010,8/14/2010,Lightning,Emanuel                                                                                                                                               ,GA,"13107",0.00,0.00,500000.00,0.00,,
9313205,2/28/2011,2/28/2011,Severe Storm/Thunder Storm - Wind,Cherokee                                                                                                                                              ,GA,"13057",1.00,0.00,500000.00,0.00,,
9315385,4/4/2011,4/4/2011,Severe Storm/Thunder Storm - Wind,Floyd                                                                                                                                                 ,GA,"13115",0.00,0.00,500000.00,0.00,,
9315437,4/4/2011,4/4/2011,Severe Storm/Thunder Storm - Wind,Henry                                                                                                                                                 ,GA,"13151",1.00,0.00,500000.00,0.00,,
9317903,4/27/2011,4/27/2011,Severe Storm/Thunder Storm - Wind,Dade                                                                                                                                                  ,GA,"13083",0.00,0.00,500000.00,0.00,,
9318145,4/4/2011,4/4/2011,Tornado,Gilmer                                                                                                                                                ,GA,"13123",0.00,0.00,500000.00,0.00,,
9318294,4/27/2011,4/27/2011,Severe Storm/Thunder Storm - Wind,Gordon                                                                                                                                                ,GA,"13129",0.00,0.00,500000.00,0.00,,
9318298,4/27/2011,4/27/2011,Tornado,Upson                                                                                                                                                 ,GA,"13293",0.00,0.00,500000.00,0.00,,
9322226,6/18/2011,6/18/2011,Severe Storm/Thunder Storm - Wind,Dade                                                                                                                                                  ,GA,"13083",0.00,0.00,500000.00,0.00,,
9323786,7/4/2011,7/4/2011,Lightning,Douglas                                                                                                                                               ,GA,"13097",0.00,0.00,500000.00,0.00,,
9324695,7/20/2011,7/20/2011,Severe Storm/Thunder Storm,Fulton                                                                                                                                                ,GA,"13121",0.00,0.00,500000.00,0.00,,
9426596,3/3/2012,3/3/2012,Tornado,Lanier                                                                                                                                                ,GA,"13173",0.00,0.00,500000.00,0.00,"NCDC_Tornado",
9425598,3/2/2012,3/2/2012,Hail,Floyd                                                                                                                                                 ,GA,"13115",0.00,0.00,496000.00,0.00,"NCDC_Hail",
9431079,7/5/2012,7/5/2012,Hail,Floyd                                                                                                                                                 ,GA,"13115",0.00,0.00,496000.00,0.00,"NCDC_Hail",
9418569,2/24/2012,2/24/2012,Hail,Troup                                                                                                                                                 ,GA,"13285",0.00,0.00,445000.00,0.00,"NCDC_Hail",
9418640,7/6/2012,7/6/2012,Hail,Troup                                                                                                                                                 ,GA,"13285",0.00,0.00,445000.00,0.00,"NCDC_Hail",
9249512,6/19/2010,6/19/2010,Hail,Bartow                                                                                                                                                ,GA,"13015",0.00,0.00,437000.00,0.00,,
9251548,7/25/2010,7/25/2010,Hail,Bartow                                                                                                                                                ,GA,"13015",0.00,0.00,437000.00,0.00,,
9240732,10/27/2010,10/27/2010,Tornado,Cherokee                                                                                                                                              ,GA,"13057",0.00,0.00,425000.00,0.00,,
9323542,6/16/2011,6/16/2011,Hail,Troup                                                                                                                                                 ,GA,"13285",0.00,0.00,425000.00,0.00,,
9418578,3/31/2012,3/31/2012,Hail,Gordon                                                                                                                                                ,GA,"13129",0.00,0.00,420000.00,0.00,"NCDC_Hail",
9252881,8/21/2010,8/21/2010,Flooding,White                                                                                                                                                 ,GA,"13311",0.00,0.00,400000.00,0.00,,
9315825,4/16/2011,4/16/2011,Severe Storm/Thunder Storm - Wind,Cobb                                                                                                                                                  ,GA,"13067",0.00,0.00,400000.00,0.00,,
9318297,4/28/2011,4/28/2011,Tornado,Newton                                                                                                                                                ,GA,"13217",0.00,0.00,400000.00,0.00,,
9323545,6/18/2011,6/18/2011,Hail,Walton                                                                                                                                                ,GA,"13297",0.00,0.00,400000.00,0.00,,
9432353,8/1/2012,8/1/2012,Lightning,Forsyth                                                                                                                                               ,GA,"13117",0.00,0.00,400000.00,0.00,"NCDC_Lightning",
9320840,5/26/2011,5/26/2011,Hail,Union                                                                                                                                                 ,GA,"13291",0.00,0.00,385000.00,0.00,,
9249147,6/15/2010,6/15/2010,Hail,Jackson                                                                                                                                               ,GA,"13157",0.00,0.00,370000.00,0.00,,
9317896,4/25/2011,4/25/2011,Severe Storm/Thunder Storm - Wind,Muscogee                                                                                                                                              ,GA,"13215",2.00,0.00,350000.00,0.00,,
9318293,4/27/2011,4/27/2011,Tornado,Cherokee                                                                                                                                              ,GA,"13057",0.00,0.00,350000.00,0.00,,
9320859,5/26/2011,5/26/2011,Severe Storm/Thunder Storm - Wind,Gwinnett                                                                                                                                              ,GA,"13135",0.00,0.00,350000.00,0.00,,
9317908,4/27/2011,4/27/2011,Hail,Floyd                                                                                                                                                 ,GA,"13115",0.00,0.00,345000.00,0.00,,
9323520,6/15/2011,6/15/2011,Hail,Polk                                                                                                                                                  ,GA,"13233",0.00,0.00,311000.00,0.00,,
9418587,5/6/2012,5/6/2012,Hail,Polk                                                                                                                                                  ,GA,"13233",0.00,0.00,307000.00,0.00,"NCDC_Hail",
9250605,7/18/2010,7/18/2010,Severe Storm/Thunder Storm,Bartow                                                                                                                                                ,GA,"13015",0.00,0.00,300000.00,0.00,,
9250661,7/12/2010,7/12/2010,Lightning,Carroll                                                                                                                                               ,GA,"13045",0.00,0.00,300000.00,0.00,,
9250682,7/26/2010,7/26/2010,Lightning,Gwinnett                                                                                                                                              ,GA,"13135",0.00,0.00,300000.00,0.00,,
9252864,8/13/2010,8/13/2010,Severe Storm/Thunder Storm - Wind,Cherokee                                                                                                                                              ,GA,"13057",0.00,0.00,300000.00,0.00,,
9252865,8/13/2010,8/13/2010,Lightning,Cherokee                                                                                                                                              ,GA,"13057",0.00,0.00,300000.00,0.00,,
9306907,3/24/2011,3/24/2011,Wildfire,Appling                                                                                                                                               ,GA,"13001",0.00,0.00,300000.00,0.00,,
9308685,6/18/2011,6/18/2011,Severe Storm/Thunder Storm - Wind,Pickens                                                                                                                                               ,GA,"13227",0.00,0.00,300000.00,0.00,,
9308719,6/24/2011,6/24/2011,Lightning,Fayette                                                                                                                                               ,GA,"13113",0.00,0.00,300000.00,0.00,,
9314867,3/23/2011,3/23/2011,Severe Storm/Thunder Storm - Wind,Pickens                                                                                                                                               ,GA,"13227",0.00,0.00,300000.00,0.00,,
9315443,4/4/2011,4/4/2011,Lightning,Walton                                                                                                                                                ,GA,"13297",0.00,0.00,300000.00,0.00,,
9315460,4/4/2011,4/4/2011,Severe Storm/Thunder Storm - Wind,Union                                                                                                                                                 ,GA,"13291",0.00,0.00,300000.00,0.00,,
9317825,4/4/2011,4/4/2011,Severe Storm/Thunder Storm - Wind,Meriwether                                                                                                                                            ,GA,"13199",0.00,0.00,300000.00,0.00,,
9317892,4/15/2011,4/15/2011,Lightning,Gwinnett                                                                                                                                              ,GA,"13135",0.00,0.00,300000.00,0.00,,
9317922,4/27/2011,4/27/2011,Severe Storm/Thunder Storm - Wind,Polk                                                                                                                                                  ,GA,"13233",0.00,0.00,300000.00,0.00,,
9318162,4/5/2011,4/5/2011,Tornado,Bibb                                                                                                                                                  ,GA,"13021",0.00,0.00,300000.00,0.00,,
9324721,7/9/2011,7/9/2011,Lightning,Fayette                                                                                                                                               ,GA,"13113",0.00,0.00,300000.00,0.00,,
9418627,7/3/2012,7/3/2012,Lightning,Houston                                                                                                                                               ,GA,"13153",0.00,0.00,300000.00,0.00,"NCDC_Lightning",
9421828,8/9/2012,8/9/2012,Lightning,Gwinnett                                                                                                                                              ,GA,"13135",0.00,0.00,300000.00,0.00,"NCDC_Lightning",
9424653,1/21/2012,1/21/2012,Tornado,Macon                                                                                                                                                 ,GA,"13193",0.00,0.00,300000.00,0.00,"NCDC_Tornado",
9320845,5/26/2011,5/26/2011,Hail,Towns                                                                                                                                                 ,GA,"13281",0.00,0.00,290000.00,0.00,,
9317914,4/27/2011,4/27/2011,Hail,Troup                                                                                                                                                 ,GA,"13285",0.00,0.00,282000.00,0.00,,
9420643,8/7/2012,8/7/2012,Flooding,Columbia                                                                                                                                              ,GA,"13073",0.00,0.00,280000.00,0.00,"NCDC_Flash Flood",
9315116,3/26/2011,3/26/2011,Hail,Harris                                                                                                                                                ,GA,"13145",0.00,0.00,267000.00,0.00,,
9315628,4/5/2011,4/5/2011,Severe Storm/Thunder Storm - Wind,Effingham                                                                                                                                             ,GA,"13103",0.00,0.00,262500.00,5000.00,,
9249148,6/15/2010,6/15/2010,Hail,White                                                                                                                                                 ,GA,"13311",0.00,0.00,258000.00,0.00,,
9238207,6/26/2010,6/26/2010,Lightning,Gwinnett                                                                                                                                              ,GA,"13135",0.00,0.00,250000.00,0.00,,
9239995,8/5/2010,8/5/2010,Lightning,Bartow                                                                                                                                                ,GA,"13015",0.00,0.00,250000.00,0.00,,
9240707,10/25/2010,10/25/2010,Tornado,Dade                                                                                                                                                  ,GA,"13083",0.00,0.00,250000.00,0.00,,
9240765,10/26/2010,10/26/2010,Hail,White                                                                                                                                                 ,GA,"13311",0.00,0.00,250000.00,0.00,,
9240767,11/30/2010,11/30/2010,Tornado,Butts                                                                                                                                                 ,GA,"13035",0.00,0.00,250000.00,0.00,,
9246765,5/21/2010,5/21/2010,Lightning,Cobb                                                                                                                                                  ,GA,"13067",0.00,0.00,250000.00,0.00,,
9247706,6/16/2010,6/16/2010,Lightning,Fulton                                                                                                                                                ,GA,"13121",0.00,0.00,250000.00,0.00,,
9249154,6/15/2010,6/15/2010,Lightning,Gwinnett                                                                                                                                              ,GA,"13135",0.00,0.00,250000.00,0.00,,
9249906,7/12/2010,7/12/2010,Lightning,Rockdale                                                                                                                                              ,GA,"13247",0.00,0.00,250000.00,0.00,,
9252332,8/27/2010,8/27/2010,Severe Storm/Thunder Storm - Wind,Johnson                                                                                                                                               ,GA,"13167",0.00,0.00,250000.00,0.00,,
9310368,8/9/2011,8/9/2011,Severe Storm/Thunder Storm - Wind,Monroe                                                                                                                                                ,GA,"13207",0.00,0.00,250000.00,0.00,,
9315001,3/26/2011,3/26/2011,Tornado,Bulloch                                                                                                                                               ,GA,"13031",0.00,0.00,250000.00,0.00,,
9315402,4/4/2011,4/4/2011,Severe Storm/Thunder Storm - Wind,Gwinnett                                                                                                                                              ,GA,"13135",0.00,0.00,250000.00,0.00,,
9315438,4/5/2011,4/5/2011,Severe Storm/Thunder Storm - Wind,Pulaski                                                                                                                                               ,GA,"13235",0.00,0.00,250000.00,0.00,,
9315440,4/5/2011,4/5/2011,Severe Storm/Thunder Storm - Wind,Telfair                                                                                                                                               ,GA,"13271",0.00,0.00,250000.00,0.00,,
9315449,4/4/2011,4/5/2011,Severe Storm/Thunder Storm - Wind,Crawford                                                                                                                                              ,GA,"13079",0.00,0.00,250000.00,0.00,,
9315456,4/4/2011,4/5/2011,Severe Storm/Thunder Storm - Wind,Morgan                                                                                                                                                ,GA,"13211",0.00,0.00,250000.00,0.00,,
9315829,4/15/2011,4/15/2011,Severe Storm/Thunder Storm - Wind,Fulton                                                                                                                                                ,GA,"13121",0.00,0.00,250000.00,0.00,,
9315927,4/15/2011,4/15/2011,Severe Storm/Thunder Storm - Wind,Gordon                                                                                                                                                ,GA,"13129",0.00,0.00,250000.00,0.00,,
9317821,4/4/2011,4/4/2011,Severe Storm/Thunder Storm - Wind,Fulton                                                                                                                                                ,GA,"13121",0.00,0.00,250000.00,0.00,,
9318143,3/26/2011,3/26/2011,Tornado,Laurens                                                                                                                                               ,GA,"13175",0.00,0.00,250000.00,0.00,,
9318165,4/16/2011,4/16/2011,Tornado,Chattahoochee                                                                                                                                         ,GA,"13053",0.00,0.00,250000.00,0.00,,
9318168,4/27/2011,4/27/2011,Tornado,Bartow                                                                                                                                                ,GA,"13015",0.00,0.00,250000.00,0.00,,
9318169,4/27/2011,4/27/2011,Tornado,Troup                                                                                                                                                 ,GA,"13285",0.00,0.00,250000.00,0.00,,
9318291,4/27/2011,4/27/2011,Tornado,Meriwether                                                                                                                                            ,GA,"13199",0.00,0.00,250000.00,0.00,,
9320843,5/26/2011,5/26/2011,Lightning,Union                                                                                                                                                 ,GA,"13291",0.00,0.00,250000.00,0.00,,
9320852,5/26/2011,5/26/2011,Lightning,Fayette                                                                                                                                               ,GA,"13113",0.00,0.00,250000.00,0.00,,
9322337,6/18/2011,6/18/2011,Severe Storm/Thunder Storm - Wind,Forsyth                                                                                                                                               ,GA,"13117",0.00,0.00,250000.00,0.00,,
9323508,6/18/2011,6/18/2011,Lightning,Gwinnett                                                                                                                                              ,GA,"13135",0.00,0.00,250000.00,0.00,,
9323512,6/15/2011,6/15/2011,Lightning,Forsyth                                                                                                                                               ,GA,"13117",0.00,0.00,250000.00,0.00,,
9426471,3/3/2012,3/3/2012,Tornado,Lowndes                                                                                                                                               ,GA,"13185",0.00,0.00,250000.00,100000.00,"NCDC_Tornado",
9431031,8/8/2012,8/8/2012,Flooding,Tift                                                                                                                                                  ,GA,"13277",0.00,0.00,250000.00,0.00,"NCDC_Flash Flood",
9424639,1/21/2012,1/21/2012,Hail,Lamar                                                                                                                                                 ,GA,"13171",0.00,0.00,240000.00,0.00,"NCDC_Hail",
9249200,6/17/2010,6/17/2010,Severe Storm/Thunder Storm - Wind,Bartow                                                                                                                                                ,GA,"13015",0.00,0.00,225000.00,0.00,,
9418690,11/24/2012,11/30/2012,Wildfire,Gilmer                                                                                                                                                ,GA,"13123",0.00,0.00,225000.00,0.00,"NCDC_Wildfire",
9244771,4/8/2010,4/8/2010,Tornado,Morgan                                                                                                                                                ,GA,"13211",0.00,0.00,218000.00,0.00,,
9418624,7/1/2012,7/1/2012,Hail,Monroe                                                                                                                                                ,GA,"13207",0.00,0.00,217000.00,0.00,"NCDC_Hail",
9320833,5/26/2011,5/26/2011,Hail,Fannin                                                                                                                                                ,GA,"13111",0.00,0.00,215000.00,0.00,,
9237110,5/23/2010,5/23/2010,Severe Storm/Thunder Storm - Wind,Columbia                                                                                                                                              ,GA,"13073",0.00,0.00,200000.00,0.00,,
9249199,6/17/2010,6/17/2010,Severe Storm/Thunder Storm - Wind,Floyd                                                                                                                                                 ,GA,"13115",0.00,0.00,200000.00,0.00,,
9250666,7/16/2010,7/16/2010,Lightning,Gwinnett                                                                                                                                              ,GA,"13135",0.00,0.00,200000.00,0.00,,
9250688,7/26/2010,7/26/2010,Lightning,Cobb                                                                                                                                                  ,GA,"13067",0.00,0.00,200000.00,0.00,,
9252858,8/13/2010,8/13/2010,Lightning,Clarke                                                                                                                                                ,GA,"13059",0.00,0.00,200000.00,0.00,,
9252871,8/20/2010,8/20/2010,Lightning,Gwinnett                                                                                                                                              ,GA,"13135",0.00,0.00,200000.00,0.00,,
9311601,11/16/2011,11/16/2011,Tornado,Burke                                                                                                                                                 ,GA,"13033",0.00,0.00,200000.00,0.00,,
9315441,4/5/2011,4/5/2011,Severe Storm/Thunder Storm - Wind,Wilcox                                                                                                                                                ,GA,"13315",0.00,0.00,200000.00,0.00,,
9315465,4/4/2011,4/5/2011,Severe Storm/Thunder Storm - Wind,Monroe                                                                                                                                                ,GA,"13207",0.00,0.00,200000.00,0.00,,
9315466,4/4/2011,4/4/2011,Severe Storm/Thunder Storm - Wind,Butts                                                                                                                                                 ,GA,"13035",0.00,2.00,200000.00,0.00,,
9315823,4/15/2011,4/15/2011,Lightning,Heard                                                                                                                                                 ,GA,"13149",0.00,0.00,200000.00,0.00,,
9315928,4/15/2011,4/15/2011,Severe Storm/Thunder Storm - Wind,Douglas                                                                                                                                               ,GA,"13097",0.00,0.00,200000.00,0.00,,
9320828,5/13/2011,5/13/2011,Hail,Gilmer                                                                                                                                                ,GA,"13123",0.00,0.00,200000.00,0.00,,
9320868,5/26/2011,5/26/2011,Lightning,Gwinnett                                                                                                                                              ,GA,"13135",0.00,0.00,200000.00,0.00,,
9418341,12/17/2012,12/17/2012,Severe Storm/Thunder Storm - Wind,Wayne                                                                                                                                                 ,GA,"13305",0.00,0.00,200000.00,0.00,"NCDC_Thunderstorm Wind",
9432348,8/1/2012,8/1/2012,Severe Storm/Thunder Storm - Wind,Forsyth                                                                                                                                               ,GA,"13117",0.00,0.00,200000.00,0.00,"NCDC_Thunderstorm Wind",
9315138,3/27/2011,3/27/2011,Hail,Sumter                                                                                                                                                ,GA,"13261",0.00,0.00,182000.00,0.00,,
9306636,4/5/2011,4/5/2011,Severe Storm/Thunder Storm - Wind,Columbia                                                                                                                                              ,GA,"13073",0.00,0.00,180000.00,0.00,,
